date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:36:53	2280/2280	---M-Z	200	added ('OK')	text/xml	date:Sat,%2009%20Sep%202017%2003:36:53%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fabout%2F&format=xml	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embedf15b	(from https://www.masmn.org/about/)
22:36:53	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Sep%202017%2003:36:53%20GMT	https://www.masmn.org/?p=313	C:/My%20Web%20Sites/masmn/www.masmn.org/index8c55.html	(from https://www.masmn.org/khateeb-bureau/)
22:36:54	2228/2228	---M--	200	added ('OK')	application/json	date:Sat,%2009%20Sep%202017%2003:36:53%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fkhateeb-bureau%2F	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embed9200.json	(from https://www.masmn.org/khateeb-bureau/)
22:36:54	2325/2325	---M-Z	200	added ('OK')	text/xml	date:Sat,%2009%20Sep%202017%2003:36:54%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fkhateeb-bureau%2F&format=xml	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embeda894	(from https://www.masmn.org/khateeb-bureau/)
22:36:55	2228/2228	---M--	200	added ('OK')	application/json	date:Sat,%2009%20Sep%202017%2003:36:54%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fspeaker-bureau%2F	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embed1096.json	(from https://www.masmn.org/speaker-bureau/)
22:36:55	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Sep%202017%2003:36:54%20GMT	https://www.masmn.org/?p=311	C:/My%20Web%20Sites/masmn/www.masmn.org/index2e31.html	(from https://www.masmn.org/speaker-bureau/)
22:36:55	2325/2325	---M-Z	200	added ('OK')	text/xml	date:Sat,%2009%20Sep%202017%2003:36:55%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fspeaker-bureau%2F&format=xml	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embed3327	(from https://www.masmn.org/speaker-bureau/)
22:36:56	2198/2198	---M--	200	added ('OK')	application/json	date:Sat,%2009%20Sep%202017%2003:36:55%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fmas-give%2F	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embed36f7.json	(from https://www.masmn.org/mas-give/)
22:36:56	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Sep%202017%2003:36:56%20GMT	https://www.masmn.org/?p=309	C:/My%20Web%20Sites/masmn/www.masmn.org/indexef92.html	(from https://www.masmn.org/mas-give/)
22:36:56	2295/2295	---M-Z	200	added ('OK')	text/xml	date:Sat,%2009%20Sep%202017%2003:36:56%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fmas-give%2F&format=xml	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embed28a1	(from https://www.masmn.org/mas-give/)
